uri,acousticness,valence,danceability,energy,key,instrumentalness,liveness,loudness,speechiness,tempo,duration_ms,mood
spotify:track:64m1kkM9KuRTZ5tLuTp7tU,0.0159,0.716,0.522,0.764,5,2.81E-06,0.282,-7.375,0.0446,103.664,193846,happy
spotify:track:6VrLYoQKdhu1Jruei06t65,0.0587,0.896,0.526,0.818,3,0,0.333,-5.952,0.0358,171.96,185098,happy
spotify:track:72PFP54TZ9Tpj9dYQcb46D,0.0876,0.862,0.66,0.755,0,0,0.102,-4.501,0.0469,145.948,156368,happy
spotify:track:53kWAAfx7IopXRa31MQHB8,0.274,0.762,0.558,0.877,10,0,0.162,-3.392,0.145,99.988,170280,happy
spotify:track:1Xt1WkY9gAtUJl8AaFWKzd,0.0877,0.376,0.754,0.736,0,0.00021,0.19,-8.175,0.0727,118.013,173123,happy
spotify:track:7FjZU7XFs7P9jHI9Z0yRhK,0.121,0.761,0.7,0.872,10,7.08E-06,0.103,-5.896,0.0666,125.03,190302,happy
spotify:track:29fRTIKsJhLUJoldM89GZS,0.00838,0.706,0.768,0.678,2,0,0.0596,-5.604,0.0505,85.025,171387,happy
spotify:track:4Qm58hRuXM80wlYPUIgAlc,0.0885,0.876,0.628,0.835,2,0,0.148,-4.688,0.128,160.014,195800,happy
spotify:track:07Oz5StQ7GRoygNLaXs2pd,0.298,0.478,0.668,0.892,5,0,0.735,-3.001,0.0645,95.927,159011,happy
spotify:track:5I0yzRaIPmx6Iz97gd0WZY,0.0351,0.319,0.637,0.782,11,3.77E-06,0.173,-4.548,0.0413,120.107,172666,happy
spotify:track:6iMoJ3UdrO2ZjzzcaN8Eom,0.0938,0.681,0.675,0.849,0,0,0.121,-3.841,0.0675,100.111,238667,happy
spotify:track:6caRDQjdMMUaUlDyIV7sWg,0.233,0.802,0.844,0.652,11,0,0.0924,-7.791,0.0623,117.95,147108,happy
spotify:track:0ZXdzaT1k688dkpNeEgQiV,0.124,0.618,0.499,0.898,8,7.20E-06,0.0832,-4.181,0.124,120.04,207668,happy
spotify:track:20XjdVfh6kFATmgm7T0C5r,0.118,0.728,0.706,0.68,4,0,0.0443,-4.65,0.0424,105.977,196667,happy
spotify:track:0mjAU3yKR1QnXnHtjGJqTM,0.156,0.64,0.759,0.605,7,0,0.694,-7.737,0.0433,121.049,158900,happy
spotify:track:6pU7kdmhRvhc8twYRl14bD,0.00178,0.436,0.721,0.763,5,0.000238,0.0945,-4.748,0.0382,117.981,194373,happy
spotify:track:1nAvS4GbkxR7iISU5ZfLPf,0.00658,0.525,0.563,0.583,7,0,0.102,-7.302,0.031,91.899,180489,happy
spotify:track:69KERH8EU5P2VwxWlmOVcU,0.0192,0.725,0.784,0.589,8,8.35E-05,0.221,-7.546,0.0378,114.066,200000,happy
spotify:track:2VvHa9p1kkTmaCMq0exODA,0.0578,0.927,0.756,0.815,6,2.00E-05,0.387,-5.122,0.046,120.002,192000,happy
spotify:track:3AqGCyuUQuzcRqTMMetjqP,0.283,0.686,0.789,0.741,8,0,0.0525,-6.011,0.0473,112.078,191868,happy
spotify:track:7j95Sbh2IwxyCn512XSUue,0.381,0.419,0.839,0.46,10,6.75E-06,0.0645,-8.208,0.0489,88.978,211720,happy
spotify:track:0uDsj6KuyEjlFoqQvBcpD4,0.00357,0.47,0.56,0.73,1,0,0.347,-6.355,0.0266,94.99,228275,happy
spotify:track:4vYGDBF9aI3Ro8RbMqKLIb,0.0649,0.74,0.61,0.822,4,7.12E-06,0.161,-6.247,0.0506,162.985,183180,happy
spotify:track:1378zxyUYeTjz96Ry4APPa,0.21,0.889,0.609,0.821,9,0.00148,0.589,-6.704,0.2,170.037,174240,happy
spotify:track:1JmDtfiimuwBi0wSlbWXIV,0.0665,0.858,0.548,0.81,2,0,0.236,-4.552,0.0422,175.87,179701,happy
spotify:track:7p2KOeRQWFgEj8I6kvzqEM,0.0436,0.69,0.691,0.667,7,0,0.11,-4.406,0.269,159.941,170693,happy
spotify:track:6t7089pe4VklogK683LdPM,0.0696,0.196,0.545,0.719,11,0,0.146,-5.424,0.039,123.075,195213,happy
spotify:track:3UZqOA4wSDFnauAP63sRZO,0.136,0.739,0.568,0.666,4,0,0.545,-6.044,0.0473,99.004,179253,happy
spotify:track:3838GU9hh6VrvDi1f8jaU9,0.164,0.847,0.796,0.694,8,0,0.0703,-3.979,0.234,98.005,172569,happy
spotify:track:6ZGO8DVU5ZrpEAzNjTO0Kc,0.00369,0.361,0.705,0.76,0,0.000673,0.445,-3.587,0.0506,103.911,176163,happy
spotify:track:0l4AReW2LuX0yStPfgQgSR,0.0145,0.589,0.579,0.839,8,3.04E-05,0.201,-5.409,0.0703,158.141,177173,happy
spotify:track:5hHa6LvdhHCLex2qgGUVnq,0.0358,0.77,0.822,0.834,6,0,0.0461,-2.879,0.0663,115.006,212013,happy
spotify:track:4alGi6HkNlpuRdlbtLnoIJ,0.122,0.729,0.828,0.669,0,0.000106,0.312,-6.249,0.0524,114.077,164774,happy
spotify:track:0fz7chmZCjFLLwW8n1g1DZ,0.36,0.697,0.719,0.493,8,0,0.0881,-7.459,0.0811,105.219,168402,happy
spotify:track:1NzRZ7AosK7ZDumMsZYofo,0.0879,0.793,0.868,0.656,7,0.00316,0.14,-6.579,0.0351,114.991,168983,happy
spotify:track:6WuVqsLi3eUp08vBgdEZmB,0.119,0.435,0.602,0.664,0,0,0.0692,-6.486,0.0379,117.919,193347,happy
spotify:track:49dFIRQCQxPWgoH0m38XQ5,0.262,0.7,0.696,0.686,5,0,0.174,-6.113,0.0309,115.982,160289,happy
spotify:track:3XLcy0qym8nuxnJ51cRcba,0.0937,0.827,0.767,0.635,0,0,0.233,-5.386,0.0579,108.029,185440,happy
spotify:track:3cYMUCsmJ7q426xP1ZR5Qw,0.193,0.42,0.695,0.863,5,0,0.36,-6.055,0.0717,114.939,178195,happy
spotify:track:614OkajfRPH8V0ugNQnduP,0.0494,0.459,0.88,0.501,2,0.0695,0.436,-6.774,0.062,120.038,114500,happy
spotify:track:4iTKaNMjMVAjxb1nu2FgXf,0.373,0.64,0.758,0.653,7,0,0.163,-4.664,0.0903,94.982,207472,happy
spotify:track:0yeOBIkI3whpk4n223Lpuo,0.149,0.754,0.781,0.668,8,4.67E-06,0.152,-8.36,0.0645,103.024,184067,happy
spotify:track:4C6EPWGYM3K3IIv4xzPL2X,0.00536,0.296,0.65,0.625,0,0.000492,0.119,-10.122,0.0359,118.966,196558,happy
spotify:track:0V5ZKCP8vrvTDsQ2HWt6TE,0.422,0.945,0.772,0.837,4,0,0.0422,-2.823,0.0376,119.968,200213,happy
spotify:track:7yeiQ327gSlw8V5FpvuWXf,0.00762,0.783,0.735,0.83,9,0,0.0415,-5.459,0.0406,112.074,208194,happy
spotify:track:4GFpId1SnvPZn8ER4VflPL,0.103,0.682,0.801,0.711,11,0,0.254,-4.213,0.0529,123.03,195974,happy
spotify:track:03o4HPzUwftpgAPNQSuaBS,0.00308,0.252,0.632,0.728,6,0,0.278,-5.759,0.0604,117.981,233373,happy
spotify:track:1UNs8AlFM8c0uAkSyjIW3P,0.18,0.797,0.758,0.583,1,5.12E-05,0.107,-6.361,0.0421,97.537,177438,happy
spotify:track:2K0r5GD5zYlEMx2M7ZMcqG,0.235,0.257,0.626,0.726,5,0,0.304,-5.015,0.0376,89.132,144530,happy
spotify:track:2HxuH1AXAtMbQq2hi5D7Z8,0.129,0.437,0.714,0.73,0,0,0.174,-6.326,0.116,119.992,170227,happy
spotify:track:1nYeVF5vIBxMxfPoL0SIWg,0.033,0.627,0.627,0.69,10,0,0.0742,-5.396,0.139,122.053,208505,happy
spotify:track:2prmhmsXOHzKDgbCELqOG6,0.0184,0.561,0.65,0.801,9,0,0.371,-4.648,0.0426,103.992,194911,happy
spotify:track:0o6NlHNV7Tet6yh9BC6BGd,0.0339,0.767,0.927,0.573,8,0.000179,0.1,-5.804,0.0491,114.994,186595,happy
spotify:track:0Qi4XvKznK8ZpWXn1udO1x,0.111,0.72,0.691,0.759,6,0,0.128,-3.37,0.0584,106.981,194356,happy
spotify:track:5Gj1wG8b12VQdEd3hUuSwo,0.127,0.39,0.715,0.635,7,0,0.0862,-6.591,0.0791,112.887,198635,happy
spotify:track:0Fs0pr0lq3408wD1cemNll,0.261,0.656,0.789,0.709,11,0,0.146,-5.157,0.294,88.048,191119,happy
spotify:track:0VrgIjDkmDwlgZk54Try2u,0.0636,0.334,0.659,0.801,7,0,0.341,-4.234,0.0435,105.991,195452,happy
spotify:track:6aTW3yrl33mThi0v6Z88Oq,0.2,0.282,0.559,0.875,0,0,0.228,-2.988,0.0522,121.904,239166,happy
spotify:track:16eNwSoWmJh5GSjN8ECmIp,0.0278,0.282,0.793,0.747,8,0,0.292,-3.809,0.039,117.978,218627,happy
spotify:track:1fIPygKXkjzBpjRskS0Pmc,0.227,0.484,0.574,0.67,6,0,0.156,-4.998,0.188,98.728,187835,happy
spotify:track:756V8q3qX8yeVhKSUnTaKa,0.00297,0.822,0.812,0.734,0,0.000448,0.107,-5.714,0.0337,124.021,182300,happy
spotify:track:0ZXdzaT1k688dkpNeEgQiV,0.124,0.618,0.499,0.898,8,7.20E-06,0.0832,-4.181,0.124,120.04,207668,happy
spotify:track:2kkGRB3PKYCAFGmaLsmIbd,0.027,0.463,0.635,0.845,0,0.0128,0.135,-4.816,0.0525,107.013,212547,happy
spotify:track:6pU7kdmhRvhc8twYRl14bD,0.00178,0.436,0.721,0.763,5,0.000238,0.0945,-4.748,0.0382,117.981,194373,happy
spotify:track:3xvYvJAa0iUVKKsYcuDNlK,0.22,0.788,0.824,0.783,1,0,0.234,-4.53,0.0507,114.028,160825,happy
spotify:track:6wzwvyZ4kVPoUYDYjgErWJ,0.0372,0.83,0.653,0.869,9,8.73E-05,0.158,-3.907,0.0583,122.047,159045,happy
spotify:track:4Qm58hRuXM80wlYPUIgAlc,0.0885,0.876,0.628,0.835,2,0,0.148,-4.688,0.128,160.014,195800,happy
spotify:track:1595LW73XBxkRk2ciQOHfr,0.0104,0.857,0.548,0.816,2,0.0543,0.152,-4.478,0.0499,174.993,137760,happy
spotify:track:0hOam0pOdqBou0jZdpeBCX,0.000435,0.676,0.463,0.814,2,4.35E-06,0.0873,-2.822,0.0386,141.915,169613,happy
spotify:track:5JtPGzRgrWxkXX9LoROq3d,0.0564,0.707,0.604,0.825,0,5.80E-05,0.192,-5.373,0.0429,144.085,193107,happy
spotify:track:6A6qBFJHid4WutQu6HHEZt,0.245,0.726,0.87,0.699,5,6.76E-06,0.0588,-5.541,0.0459,126.967,198440,happy
spotify:track:1KtVVUM6OkpyOsbVfbMybX,0.0608,0.664,0.571,0.815,6,0,0.163,-3.267,0.0321,120.008,211460,happy
spotify:track:1jJci4qxiYcOHhQR247rEU,0.00076,0.172,0.451,0.931,9,0.0049,0.361,-3.871,0.0719,122.961,302840,happy
spotify:track:7kzKAuUzOITUauHAhoMoxA,0.0285,0.767,0.624,0.91,0,0.000198,0.0789,-5.703,0.0297,104.042,193051,happy
spotify:track:3XcuLPQb1LG13ZJEEa6wUI,0.361,0.842,0.657,0.423,0,0,0.31,-10.465,0.0308,133.612,178533,happy
spotify:track:49CP2usyaN98EdtrOWXnal,0.22,0.576,0.71,0.484,2,3.93E-06,0.0879,-7.415,0.049,109.95,183667,happy
spotify:track:05ylwB7GLI1gxjUW6WCymy,0.0644,0.827,0.455,0.905,7,0,0.2,-2.961,0.0287,175.866,219240,happy
spotify:track:2oF7FZHIJbzjeEXZ3D0Ku4,0.387,0.38,0.403,0.495,10,8.03E-06,0.147,-6.888,0.0312,132.912,217747,happy
spotify:track:0w07a1vsKahQMM0RnPXHVT,0.0568,0.843,0.632,0.856,0,0,0.35,-3.453,0.0358,119.404,232693,happy
spotify:track:79z9QkhHePTFsSeVw9uyj0,0.00143,0.733,0.632,0.639,5,0,0.221,-5.938,0.0259,95.506,196893,happy
spotify:track:5KiKFJdmU6m0QWxpW9xjOB,0.00638,0.319,0.325,0.365,2,0,0.0745,-8.252,0.0382,144.914,170867,happy
spotify:track:1pHP4JeQV9wDx87D6qH9hD,0.000342,0.81,0.537,0.882,0,9.06E-05,0.12,-2.306,0.0403,145.729,179813,happy
spotify:track:7FSzJQV6thyoQptFCUTV9c,0.121,0.722,0.627,0.891,4,0,0.281,-6.094,0.0676,138.79,185093,happy
spotify:track:1hy6Dic0L5SU1XqjhYY1TR,0.0499,0.842,0.556,0.929,7,1.70E-06,0.0931,-3.659,0.037,137.996,188893,happy
spotify:track:3Ti0GdlrotgwsAVBBugv0I,0.173,0.744,0.848,0.666,0,0.000699,0.129,-6.547,0.274,96.662,251573,happy
spotify:track:0d28khcov6AiegSCpG5TuT,0.00836,0.772,0.818,0.705,6,0.00233,0.613,-6.679,0.177,138.559,222640,happy
spotify:track:41on8RwRh22IHcChAN2gm8,0.171,0.512,0.727,0.729,0,0,0.07,-2.99,0.326,117.932,284733,happy
spotify:track:1eRqy8jW4ZLMJR6dl3xsgI,0.0443,0.941,0.644,0.599,9,0,0.286,-7.936,0.029,111.829,193893,happy
spotify:track:3xKnWjEZyEPhYreZwer4x7,0.00397,0.845,0.647,0.745,5,0,0.059,-6.503,0.0321,108.997,158040,happy
spotify:track:6Unf6X6PC7KZtrRXH3dFHg,0.0102,0.606,0.646,0.977,9,0.769,0.201,1.585,0.167,123.016,164960,happy
spotify:track:27L8sESb3KR79asDUBu8nW,0.00207,0.927,0.774,0.75,11,1.78E-05,0.0808,-4.927,0.0412,118.015,197987,happy
spotify:track:6iecqj6xb0fEBWr3YLE3TY,0.0348,0.789,0.518,0.941,7,0.000221,0.0425,-1.904,0.0626,143.988,178453,happy
spotify:track:3MFa9idQuY4iJLWsZl3tIQ,0.13,0.846,0.653,0.652,7,1.58E-05,0.202,-9.304,0.0427,115.388,248360,happy
spotify:track:1TqSckVfkPVo2CWDcEvvT2,0.000327,0.847,0.669,0.862,0,1.52E-05,0.108,-3.293,0.0858,120.066,219000,happy
spotify:track:5UWYJWoVXRpaLuzzXmHqg8,0.416,0.813,0.554,0.783,6,1.54E-06,0.631,-5.852,0.0457,105.39,162467,happy
spotify:track:62LJFaYihsdVrrkgUOJC05,0.0135,0.742,0.898,0.271,7,0.00138,0.0461,-12.238,0.091,111.485,226240,happy
spotify:track:4UfupbARPxljVkBmuZlJnY,0.000426,0.788,0.739,0.679,0,0.0187,0.389,-5.079,0.0374,127.489,234400,happy
spotify:track:2He3NOyqtLNE3RQPpeDdSb,0.0153,0.924,0.694,0.881,1,0.0196,0.0851,-4.053,0.0701,121.554,231787,happy
spotify:track:1FTSo4v6BOZH9QxKc3MbVM,0.00178,0.918,0.674,0.789,8,0.0071,0.0754,-6.903,0.0676,129.804,121160,happy
spotify:track:7M1TG7RxVmIXkULZPAN47e,0.231,0.834,0.746,0.562,0,1.22E-06,0.128,-8.477,0.0287,115.031,253227,happy
spotify:track:4er8NyQ8cFnZ2b643Tjc44,0.00361,0.814,0.491,0.87,9,0.126,0.184,-5.99,0.0308,124.444,224800,happy
spotify:track:2PpruBYCo4H7WOBJ7Q2EwM,0.103,0.965,0.727,0.974,4,0.000532,0.174,-2.261,0.0664,79.526,235213,happy
spotify:track:0ew27xRdxSexrWbODuLfeE,0.177,0.749,0.739,0.917,5,0.119,0.0834,-4.459,0.0504,110.163,325267,happy
spotify:track:4ePP9So5xRzspjLFVVbj90,0.00162,0.836,0.543,0.912,7,2.10E-06,0.0565,-10.71,0.0601,103.731,256733,happy
spotify:track:6cb0HzFQPN4BGADOmSzPCw,0.519,0.952,0.572,0.786,8,0.00093,0.11,-8.469,0.0642,188.115,174867,happy
spotify:track:61AsTu6vfuLieRBzhjskSy,0.118,0.668,0.593,0.619,3,0,0.484,-9.003,0.0976,80.02,326533,happy
spotify:track:26ncGZfPWquaQ4PfTCcsID,0.0114,0.779,0.6,0.825,7,7.23E-06,0.25,-5.441,0.0388,167.166,242440,happy
spotify:track:40NRm1ZLvZpUSCUXAGGZ8J,0.0422,0.59,0.598,0.673,2,6.84E-05,0.289,-10.431,0.0693,102.035,197693,happy
spotify:track:5gxOzac1zjNajtd8bdJ3Rz,0.394,0.922,0.698,0.784,6,0.158,0.116,-5.711,0.0362,89.003,234760,happy
spotify:track:61dXuN3VyqGOyOeMfJXIPh,0.36,0.76,0.916,0.72,0,0.00016,0.0958,-8.548,0.1,103.312,237000,happy
spotify:track:1Z044RdmytQDD8571vd4fl,0.157,0.106,0.679,0.854,10,3.78E-06,0.201,-7.613,0.0326,125.209,263360,happy
spotify:track:3Mx6U6CpcvLj4fHYneg5RB,0.00169,0.0648,0.45,0.755,11,0.00451,0.123,-5.029,0.0383,103.185,207293,happy
spotify:track:6dL46HEj2hzaSach8EFyCi,0.118,0.625,0.319,0.881,2,0,0.364,-7.244,0.14,206.941,279227,happy
spotify:track:0JcgDliDqDac8iOFFRm7tZ,0.283,0.67,0.757,0.731,6,7.67E-05,0.0917,-5.704,0.0537,120.04,206627,happy
spotify:track:7eRAk2pnZDWhAiMmUdAOlb,0.00481,0.619,0.683,0.937,9,0.0046,0.07,-6.335,0.0449,104.872,268653,happy
spotify:track:3x5YIaALefX6Uy693iNX5X,0.0605,0.803,0.673,0.66,2,2.47E-06,0.186,-4.764,0.0577,152.219,212773,happy
spotify:track:1z6WtY7X4HQJvzxC4UgkSf,0.0849,0.652,0.652,0.748,0,0,0.604,-5.242,0.0887,94.1,267413,happy
spotify:track:17fPLuA4TttWwfNcf833J1,0.0172,0.464,0.598,0.833,2,0,0.544,-6.333,0.0497,125.004,219052,happy
spotify:track:2M7NfIlPjyGyepWVu3KVnY,0.118,0.766,0.639,0.83,5,0,0.0996,-3.322,0.0353,100.019,218800,happy
spotify:track:5iqlyXZPcfCtKxG5vqgu3Y,0.000183,0.734,0.748,0.75,2,0.0626,0.046,-7.115,0.052,121.98,231313,happy
spotify:track:6qKsaUc35vHfvlmPO0RAoK,0.0409,0.372,0.527,0.763,1,1.13E-06,0.0969,-7.44,0.0415,125.997,204286,happy
spotify:track:6ivAF3eU90MFrhFi5EFkcQ,0.042,0.548,0.82,0.702,7,0.00991,0.143,-6.06,0.0346,113.958,187368,happy
spotify:track:6NqiasBrPLutxWZaGKPEuf,0.00454,0.612,0.619,0.901,5,0.373,0.303,-5.814,0.0384,119.026,233949,happy
spotify:track:5wrmiwRiM8v52XuVElTm0k,0.018,0.333,0.771,0.747,5,0.0024,0.343,-4.858,0.059,124.985,234857,happy
spotify:track:2mlCdElMlDuDmR8KfEuqcx,0.0156,0.186,0.667,0.818,7,0,0.132,-5.298,0.085,125.886,173239,happy
spotify:track:0m3DyjpzLPa3LCurw5A9IR,0.208,0.465,0.748,0.846,1,0.00215,0.0877,-4.32,0.0911,125.965,184196,happy
spotify:track:2URnJ0pGKPFpZowwVjKwPR,0.112,0.584,0.578,0.8,5,1.04E-05,0.0888,-3.57,0.038,119.992,190000,happy
spotify:track:1lxOeqC6hwS5Uil0ODIWl3,0.00999,0.386,0.632,0.79,8,0.0111,0.24,-6.833,0.0373,148.146,205197,happy
spotify:track:4LGqyXwp86r2CuIOnVOMvj,0.0186,0.475,0.708,0.872,0,0.000355,0.385,-2.766,0.23,156.057,132308,happy
spotify:track:0RBabLLjDBWUResDuvf24V,0.0256,0.438,0.629,0.892,0,0.687,0.104,-4.775,0.0775,124.987,221816,happy
spotify:track:6QWB8L8CgRGLxFi34PD382,0.0693,0.533,0.738,0.911,8,0.000381,0.62,-3.531,0.139,103.998,219231,happy
spotify:track:58R30o2zynpgdvG5Nxfur8,0.0476,0.192,0.488,0.6,4,0.0219,0.154,-6.801,0.0422,128.001,187500,happy
spotify:track:225vG9vU7QrnjJARJXnSpd,0.0808,0.643,0.68,0.823,1,0.000239,0.0794,-4.455,0.148,111.042,208759,happy
spotify:track:4xnaRQjBsHrJY5hmxBlMel,0.12,0.801,0.616,0.854,11,0,0.322,-4.749,0.368,113.982,254871,happy
spotify:track:1KrlP4LxckHjLp7faoUw26,0.00772,0.16,0.674,0.663,11,1.37E-05,0.287,-8.386,0.0391,124.028,195726,happy
spotify:track:1jye0ZfUs4eb8iw41UcKSH,0.0495,0.557,0.662,0.711,5,0,0.0691,-5.171,0.226,114.914,226957,happy
spotify:track:0cknshtbPrUKRSZTkBNbRT,0.00282,0.7,0.576,0.962,1,0,0.277,-3.534,0.0779,123.951,211935,happy
spotify:track:26LrcfQvosoKyUiLV0057Q,0.000961,0.825,0.788,0.864,11,0.609,0.103,-4.173,0.0496,123.998,189677,happy
spotify:track:3HDdUPrtDcJ9c1C0UAGYW8,2.88E-05,0.299,0.749,0.8,1,0.0391,0.101,-7.969,0.0377,123.005,204878,happy
spotify:track:4zh4poeYcwlL0GesUqx9VM,0.0116,0.583,0.643,0.789,6,0.00319,0.489,-7.286,0.314,127.93,105005,happy
spotify:track:4DMtJWCPt4JmPFS94eubcL,0.0697,0.494,0.679,0.593,5,0,0.229,-7.614,0.0504,120.04,207539,happy
spotify:track:64BKKgWdKdmKlQDzRfHW3C,0.00561,0.165,0.653,0.565,1,3.02E-05,0.145,-6.636,0.0354,124.987,222253,happy
spotify:track:5m9AmJ3DLVZaS7VhfoTOAF,0.000416,0.736,0.625,0.876,1,0.0149,0.386,-10.006,0.0364,124.999,158198,happy
spotify:track:2NeSirLM2VHQW4upn0nMfB,0.00915,0.935,0.747,0.865,8,0.486,0.0425,-8.094,0.0351,122.994,233979,happy
spotify:track:39XdVtrOfiXIMqZ9YMJYLO,0.0249,0.751,0.766,0.755,6,0.0503,0.0892,-8.396,0.122,128.978,193489,happy
spotify:track:75rGONmoi48LLYBFaGiYsv,0.00851,0.507,0.735,0.71,11,0.762,0.0684,-10.222,0.0766,123.962,229425,happy
spotify:track:05iALOptaNoV3EmXnxz1IJ,0.0585,0.0685,0.547,0.92,1,0.542,0.109,-2.982,0.0629,174.004,286897,happy
spotify:track:2FvlRgrTJqeFbbVojx7Cgb,0.18,0.358,0.695,0.53,1,0.874,0.12,-12.807,0.445,123.014,282372,happy
spotify:track:5ulwRzYWlL07rhhfsF6seo,0.0805,0.267,0.564,0.946,10,0,0.349,-4.694,0.0879,126.057,181589,happy
spotify:track:6GGODyP2LIdbxIfYxy5UbN,0.0069,0.247,0.539,0.912,0,0.717,0.239,-7.828,0.0319,123.996,241935,happy
spotify:track:6ZRV97HiATguBSrYyLN4pi,0.112,0.969,0.836,0.922,6,0,0.32,-3.082,0.0524,119.977,158707,happy
spotify:track:0Quhzm1B1Z9I5S9RP6BgLh,0.0285,0.593,0.585,0.956,0,0,0.213,-3.577,0.0564,120.004,205704,happy
spotify:track:25Q6XHjKEyaXzCvKlwDpPP,0.00498,0.373,0.669,0.748,8,0,0.17,-3.218,0.106,87.012,167480,happy
spotify:track:3w97LeJNh7BHYS4SOwEFe0,0.0108,0.362,0.495,0.841,0,0.00731,0.181,-7.857,0.0317,123.003,265366,happy
spotify:track:5R3WNRACAMPJzDmqvrrJqn,0.0243,0.431,0.667,0.859,2,0,0.107,-5,0.0365,125.969,173571,happy
spotify:track:2HuSaKSnkvSaRQviRm1glh,0.35,0.511,0.6,0.871,0,0,0.0584,-4.527,0.0492,113.967,195789,happy
spotify:track:6wKJjrWWP4qpzYbE8oQkc4,0.0324,0.751,0.748,0.903,3,0,0.106,-5.877,0.0385,115.018,217043,happy
spotify:track:5doEbu0OO4YLpW7T3Vo2fr,0.0404,0.405,0.753,0.963,9,0.71,0.181,-5.419,0.0304,128.013,171288,happy
spotify:track:6KSo1lI5GUtlvksaDWM7ZO,0.00301,0.271,0.675,0.811,0,0.0413,0.126,-6.966,0.0629,126.023,207265,happy
spotify:track:7DQ5CZjAQdhgDgdnSXxJ7Z,0.0978,0.295,0.567,0.946,5,1.37E-06,0.0836,-2.245,0.0541,104.983,208367,happy
spotify:track:2nHBfIdQ4ndFNaWilLdBUN,0.00426,0.656,0.757,0.82,10,0.421,0.173,-4.999,0.0406,128.012,216797,happy
spotify:track:7elX5HalbHX0ce1dql4ckd,0.00894,0.793,0.734,0.776,5,0.738,0.0916,-7.717,0.0992,124.018,284507,happy
spotify:track:32hvlKjjOhc15tnVmNk4wE,0.00815,0.276,0.559,0.856,0,0,0.113,-4.122,0.0621,127.997,209062,happy
spotify:track:2XCJSzcMKnGfgdJS0PtPkg,0.00163,0.532,0.672,0.94,10,0.0404,0.679,-3.908,0.0756,122.032,198197,happy
spotify:track:6a07UzdugJagBVdjktAuvO,0.0255,0.839,0.721,0.815,1,0,0.17,-5.356,0.0766,112.974,167788,happy
spotify:track:3EZhAgIhpZAKCNrqdbneTE,0.000406,0.582,0.775,0.803,7,0.749,0.15,-4.708,0.101,124.045,148000,happy
spotify:track:2FVm4ADgYRIQWlpYKDPdl9,0.106,0.704,0.654,0.886,4,9.17E-06,0.161,-2.808,0.0417,147.959,179937,happy
spotify:track:5TFNLwaVqrBUAU0lwxUVoH,0.000408,0.41,0.622,0.796,5,0.000112,0.135,-4.557,0.197,124.976,217008,happy
spotify:track:6gUsH0j7tYy2VXDErONDZE,0.0509,0.811,0.826,0.559,0,0,0.0811,-6.019,0.213,114.036,178947,happy
spotify:track:4NygofUM6dOKStHFHZQdtb,0.0661,0.579,0.664,0.87,2,0,0.305,-3.651,0.0605,126.036,189103,happy
spotify:track:1b0e8KK2tIgMkT2tub9M93,0.00339,0.96,0.828,0.903,6,0.693,0.256,-5.241,0.0935,130.007,159231,happy
spotify:track:7mnwkU7FlpI3FuSQPmduXf,0.0123,0.401,0.654,0.942,3,0.328,0.109,-2.917,0.057,150.032,233200,happy
spotify:track:63ZtaTHM7Cu3JEca5xrWi3,0.311,0.443,0.631,0.722,1,0,0.153,-3.031,0.0324,105.045,205714,happy
spotify:track:1ijyoI3mHIwccQWNG2zubP,0.00826,0.899,0.772,0.973,9,6.59E-05,0.177,-4.735,0.0935,121.998,166832,happy
spotify:track:2N7zP7S8KVhS45lGwBTUXi,0.0168,0.123,0.748,0.687,11,0.66,0.101,-7.416,0.228,125.036,167844,happy
spotify:track:2pNtIGopqr4wFDhpc9uAMC,0.00395,0.182,0.642,0.942,10,0.878,0.314,-5.463,0.0771,124.004,427500,happy
spotify:track:2nEdgiHdguBvGmES5Pv4Ca,0.217,0.4,0.882,0.376,6,0.86,0.104,-15.256,0.05,123.984,171290,happy
spotify:track:4JP75KhcEsS3Lgo8adlwys,0.000867,0.808,0.905,0.915,7,0.78,0.601,-7.169,0.285,122.965,312683,happy
spotify:track:5hct3OPZEhHKqvGyRqq2TA,0.000305,0.408,0.796,0.769,1,0.776,0.0906,-1.632,0.0356,123.987,270968,happy
spotify:track:4zr4cNZuOoNMMiw9GZXcmo,0.000214,0.277,0.515,0.871,9,1.72E-05,0.532,-3.535,0.0565,128.037,203535,happy
spotify:track:5x5SYDpamwxXJG675ArNMr,0.0789,0.624,0.821,0.827,9,0.085,0.103,-6.672,0.0617,112.964,221160,happy
spotify:track:1LLm4XXXV0FErcxPDw9Vt7,0.0967,0.587,0.679,0.73,4,7.44E-06,0.468,-4.727,0.0498,123.96,182234,happy
spotify:track:3bnkaXJ2x43eJfAu79gCOM,0.000847,0.24,0.534,0.961,4,0.771,0.294,-5.713,0.0525,126.984,205670,happy
spotify:track:6MEeYEu1kOWewEKwmHC35I,0.00184,0.439,0.762,0.75,7,0.542,0.28,-5.361,0.0481,123.012,259080,happy
spotify:track:7GAOQ8MtrE35VOIwf49l3k,0.0439,0.32,0.695,0.869,3,9.94E-05,0.167,-3.844,0.0637,112.949,212486,happy
spotify:track:6YeUmDm2HojqOQjJM2MGzJ,0.000486,0.276,0.687,0.881,4,0.00609,0.214,-5.325,0.0428,126.094,175719,happy
